Date,Open,High,Low,Close,Adj Close,Volume
2019-03-21,44600.0,46250.0,44050.0,45850.0,41055.453125,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,41682.25390625,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,40742.0546875,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,40518.203125,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,40607.73828125,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,40475.984375,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,40295.4921875,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,40656.4765625,7362129
2019-04-02,45550.0,46100.0,45350.0,45750.0,41288.2109375,9480688
2019-04-03,46750.0,46750.0,45800.0,46600.0,42055.30859375,12436570
2019-04-04,46150.0,47100.0,46150.0,46950.0,42371.17578125,12650168
2019-04-05,46950.0,47550.0,46600.0,46850.0,42280.921875,8546339
2019-04-08,47250.0,47250.0,46150.0,46650.0,42100.4296875,8507909
2019-04-09,46700.0,46950.0,46200.0,46650.0,42100.4296875,6878761
2019-04-10,46400.0,46700.0,46050.0,46700.0,42145.55859375,11883995
2019-04-11,46700.0,46800.0,46150.0,46250.0,41739.4453125,13697399
2019-04-12,46050.0,46900.0,46000.0,46850.0,42280.921875,7668936
2019-04-15,47150.0,47500.0,47000.0,47050.0,42461.4296875,8733019
2019-04-16,47400.0,47400.0,46800.0,47250.0,42641.921875,7730881
2019-04-17,47300.0,47600.0,47000.0,47050.0,42461.4296875,5513658
2019-04-18,47200.0,47250.0,45500.0,45600.0,41152.8359375,12808747
2019-04-19,45750.0,46000.0,45250.0,45300.0,40882.08984375,8479710
2019-04-22,45400.0,45900.0,45100.0,45350.0,40927.21875,6006957
2019-04-23,45050.0,45500.0,45000.0,45200.0,40791.85546875,6920566
2019-04-24,45400.0,45650.0,44150.0,44750.0,40385.734375,13299267
2019-04-25,44250.0,45000.0,44100.0,44650.0,40295.4921875,10868965
2019-04-26,44200.0,45000.0,43800.0,44850.0,40475.984375,9739982
2019-04-29,45150.0,46150.0,45100.0,46150.0,41649.19921875,8777517
2019-04-30,46000.0,46300.0,45350.0,45850.0,41378.45703125,11121273
2019-05-02,45500.0,46150.0,45400.0,45900.0,41423.58203125,8625126
2019-05-03,45900.0,46050.0,45300.0,45300.0,40882.08984375,6562916
2019-05-07,45250.0,45300.0,44400.0,44850.0,40475.984375,12014907
2019-05-08,44300.0,44850.0,44200.0,44250.0,39934.4921875,10398754
2019-05-09,43900.0,44250.0,42450.0,42450.0,38310.04296875,23029718
2019-05-10,42600.0,43450.0,42450.0,42900.0,38716.16015625,14579512
2019-05-13,42500.0,43200.0,42350.0,42650.0,38490.53125,7635079
2019-05-14,41300.0,43100.0,41300.0,42650.0,38490.53125,11563730
2019-05-15,42700.0,43050.0,42550.0,42550.0,38400.2890625,7670185
2019-05-16,42350.0,42400.0,41350.0,41550.0,37497.8125,13687828
2019-05-17,41950.0,42050.0,40850.0,41200.0,37181.9453125,13357951
2019-05-20,41650.0,42100.0,41550.0,42000.0,37903.92578125,15752397
2019-05-21,42600.0,43950.0,42350.0,43150.0,38941.76953125,18812133
2019-05-22,43700.0,43800.0,42400.0,43500.0,39257.63671875,11033339
2019-05-23,43900.0,44000.0,43250.0,43850.0,39573.5078125,12259006
2019-05-24,43800.0,43800.0,42400.0,42700.0,38535.66796875,13966305
2019-05-27,42500.0,43000.0,42350.0,42650.0,38490.53125,8066669
2019-05-28,42550.0,42950.0,42150.0,42550.0,38400.2890625,24506881
2019-05-29,41850.0,42100.0,41300.0,41800.0,37723.43359375,14930618
2019-05-30,42200.0,42700.0,42150.0,42550.0,38400.2890625,11766018
2019-05-31,42600.0,42800.0,42150.0,42500.0,38355.16796875,11365999
2019-06-03,42950.0,43900.0,42500.0,43800.0,39528.38671875,15466580
2019-06-04,43400.0,43700.0,43000.0,43450.0,39212.515625,9913497
2019-06-05,44050.0,44200.0,43700.0,43900.0,39618.62890625,12464135
2019-06-07,43600.0,44350.0,43450.0,44200.0,39889.37109375,11683682
2019-06-10,44300.0,44850.0,44050.0,44800.0,40430.86328125,8792182
2019-06-11,44800.0,45000.0,44550.0,44850.0,40475.984375,6664872
2019-06-12,44800.0,45050.0,44300.0,44600.0,40250.3671875,8607439
2019-06-13,44200.0,44400.0,43400.0,43750.0,39483.26171875,16906541
2019-06-14,43750.0,44150.0,43300.0,44000.0,39708.87109375,9322873
2019-06-17,43750.0,44050.0,43400.0,43900.0,39618.62890625,11890424
2019-06-18,43750.0,44500.0,43650.0,44350.0,40024.73828125,7994928
2019-06-19,45450.0,45450.0,45000.0,45350.0,40927.21875,10417690
2019-06-20,44850.0,45500.0,44850.0,45500.0,41062.58984375,7147785
2019-06-21,45750.0,45800.0,45200.0,45700.0,41243.08203125,9454913
2019-06-24,45200.0,45800.0,45200.0,45500.0,41062.58984375,6085066
2019-06-25,45200.0,45800.0,45200.0,45600.0,41152.8359375,7076774
2019-06-26,45800.0,46000.0,45600.0,45700.0,41243.08203125,9226097
2019-06-27,46000.0,46600.0,45750.0,46500.0,42292.671875,12603534
2019-06-28,47000.0,47000.0,46700.0,47000.0,42747.4296875,12949231
2019-07-01,47350.0,47400.0,46250.0,46600.0,42383.625,11383522
2019-07-02,46200.0,46900.0,45850.0,46250.0,42065.29296875,8463073
2019-07-03,45750.0,46350.0,45200.0,45400.0,41292.19921875,9669368
2019-07-04,45250.0,46200.0,45250.0,46000.0,41837.90234375,6365573
2019-07-05,45950.0,45950.0,45250.0,45650.0,41519.578125,7235395
2019-07-08,44750.0,44800.0,44350.0,44400.0,40382.6796875,7823843
2019-07-09,44850.0,45450.0,44700.0,45100.0,41019.33984375,7646421
2019-07-10,45550.0,46150.0,45500.0,45550.0,41428.625,9253930
2019-07-11,46350.0,46550.0,46150.0,46200.0,42019.8203125,10989751
2019-07-12,46350.0,46400.0,45800.0,46300.0,42110.765625,5245804
2019-07-15,45950.0,46650.0,45750.0,46450.0,42247.1953125,4717226
2019-07-16,46450.0,46850.0,46300.0,46850.0,42611.0,7407824
2019-07-17,46150.0,46350.0,45950.0,46050.0,41883.38671875,5216602
2019-07-18,46450.0,46450.0,45650.0,46100.0,41928.86328125,5143554
2019-07-19,46650.0,46950.0,46600.0,46800.0,42565.5234375,8819393
2019-07-22,46800.0,47300.0,46600.0,47200.0,42929.33203125,9009109
2019-07-23,47350.0,47550.0,47050.0,47300.0,43020.2890625,9061381
2019-07-24,47100.0,47150.0,46250.0,46400.0,42201.71875,8756522
2019-07-25,47150.0,47200.0,46600.0,47200.0,42929.33203125,8408838
2019-07-26,46650.0,47150.0,46550.0,47150.0,42883.85546875,7873886
2019-07-29,46800.0,47050.0,46000.0,46100.0,41928.86328125,6856846
2019-07-30,46300.0,46850.0,46300.0,46550.0,42338.14453125,5551014
2019-07-31,46200.0,46600.0,45000.0,45350.0,41246.72265625,12872916
2019-08-01,44900.0,45500.0,44850.0,45200.0,41110.3046875,7811181
2019-08-02,44550.0,45500.0,44300.0,44950.0,40882.91015625,12151374
2019-08-05,44350.0,44600.0,43600.0,43950.0,39973.390625,14214086
2019-08-06,42500.0,43800.0,42500.0,43500.0,39564.10546875,15083824
2019-08-07,43600.0,43900.0,43100.0,43200.0,39291.2578125,10002533
2019-08-08,43250.0,43500.0,42650.0,42650.0,38791.015625,16926881
2019-08-09,43250.0,43350.0,43050.0,43150.0,39245.7734375,9685147
2019-08-12,44000.0,44000.0,43550.0,43700.0,39746.01171875,8466169
2019-08-13,43500.0,43500.0,42950.0,43000.0,39109.3515625,7276979
2019-08-14,43900.0,44250.0,43500.0,43700.0,39746.01171875,8750135
2019-08-16,43800.0,43900.0,43300.0,43900.0,39927.9140625,9528115
2019-08-19,44350.0,44350.0,43500.0,43600.0,39655.0625,6014218
2019-08-20,43950.0,44600.0,43550.0,44450.0,40428.16015625,8434205
2019-08-21,44350.0,44800.0,44150.0,44500.0,40473.6328125,6571717
2019-08-22,44500.0,44700.0,43850.0,44050.0,40064.3515625,8061177
2019-08-23,43800.0,44200.0,43650.0,43950.0,39973.390625,5017381
2019-08-26,43050.0,43800.0,42950.0,43600.0,39655.0625,7954949
2019-08-27,43650.0,44200.0,43600.0,44050.0,40064.3515625,16883932
2019-08-28,44100.0,44400.0,43750.0,44150.0,40155.296875,5758333
2019-08-29,44200.0,44200.0,43050.0,43400.0,39473.16015625,10768862
2019-08-30,43750.0,44300.0,43750.0,44000.0,40018.8671875,9899073
2019-09-02,44850.0,44850.0,43650.0,43800.0,39836.96875,7185537
2019-09-03,43550.0,43650.0,43100.0,43250.0,39336.73046875,9774941
2019-09-04,43250.0,44100.0,43150.0,44100.0,40109.82421875,12441837
2019-09-05,44800.0,46100.0,44450.0,45700.0,41565.05078125,18297430
2019-09-06,46500.0,46500.0,45850.0,46300.0,42110.765625,9896562
2019-09-09,46450.0,47000.0,46300.0,46900.0,42656.4765625,9434157
2019-09-10,47100.0,47200.0,46550.0,47000.0,42747.4296875,9231792
2019-09-11,47300.0,47400.0,46800.0,47150.0,42883.85546875,16141619
2019-09-16,47000.0,47100.0,46400.0,47100.0,42838.38671875,15550926
2019-09-17,47000.0,47100.0,46800.0,46900.0,42656.4765625,7006280
2019-09-18,46900.0,47700.0,46800.0,47700.0,43384.09375,10413027
2019-09-19,48050.0,49200.0,47850.0,49150.0,44702.89453125,16461413
2019-09-20,49400.0,49600.0,49100.0,49200.0,44748.37109375,15460210
2019-09-23,49250.0,49300.0,49000.0,49300.0,44839.31640625,7568553
2019-09-24,49050.0,49650.0,48850.0,49500.0,45021.22265625,7871955
2019-09-25,49200.0,49350.0,48800.0,48900.0,44475.51171875,9187141
2019-09-26,49000.0,49250.0,48900.0,49200.0,44748.37109375,8494756
2019-09-27,48000.0,48700.0,48000.0,48400.0,44339.7890625,8048041
2019-09-30,48050.0,49250.0,47900.0,49050.0,44935.2578125,9497119
2019-10-01,48900.0,49100.0,48650.0,48850.0,44752.03515625,6206035
2019-10-02,48350.0,48400.0,47600.0,47600.0,43606.8984375,8382463
2019-10-04,47400.0,48650.0,47350.0,48000.0,43973.33984375,9331695
2019-10-07,48350.0,48700.0,47650.0,47750.0,43744.30859375,7047273
2019-10-08,47900.0,49000.0,47600.0,48900.0,44797.83984375,14239367
2019-10-10,48200.0,49200.0,48000.0,48550.0,44477.203125,18639855
2019-10-11,49000.0,49450.0,48800.0,49150.0,45026.87109375,7783275
2019-10-14,50000.0,50300.0,49850.0,50000.0,45805.5625,11130635
2019-10-15,49900.0,50200.0,49900.0,50100.0,45897.1796875,6058105
2019-10-16,50700.0,50900.0,50400.0,50700.0,46446.83984375,9136282
2019-10-17,50500.0,50600.0,50100.0,50500.0,46263.62109375,6701380
2019-10-18,50300.0,50900.0,49650.0,49900.0,45713.953125,8483106
2019-10-21,49900.0,50400.0,49800.0,50300.0,46080.3984375,4406531
2019-10-22,50800.0,51500.0,50700.0,51200.0,46904.8984375,10898729
2019-10-23,51300.0,51500.0,50800.0,51200.0,46904.8984375,8663880
2019-10-24,52500.0,52500.0,50500.0,50700.0,46446.83984375,21185785
2019-10-25,50800.0,51200.0,50500.0,50900.0,46630.0703125,7879897
2019-10-28,50700.0,51500.0,50700.0,51300.0,46996.5078125,6431522
2019-10-29,51400.0,51700.0,50800.0,51100.0,46813.28125,7581629
2019-10-30,50700.0,50800.0,50200.0,50400.0,46172.0,8959435
2019-10-31,51000.0,51400.0,50300.0,50400.0,46172.0,10304777
2019-11-01,50600.0,51200.0,50400.0,51200.0,46904.8984375,8467846
2019-11-04,51700.0,52300.0,51400.0,52300.0,47912.62109375,13012411
2019-11-05,52400.0,52700.0,52100.0,52700.0,48279.0625,10581034
2019-11-06,52900.0,53500.0,52700.0,53300.0,48828.734375,14361133
2019-11-07,53400.0,53400.0,52400.0,52900.0,48462.2890625,9257116
2019-11-08,53200.0,53300.0,52000.0,52100.0,47729.3984375,11603290
2019-11-11,52200.0,52200.0,51400.0,51600.0,47271.34375,8185952
2019-11-12,51800.0,52600.0,51600.0,52600.0,48187.45703125,6576148
2019-11-13,52500.0,52500.0,52000.0,52500.0,48095.84375,6225196
2019-11-14,51900.0,52800.0,51900.0,52800.0,48370.6796875,12010018
2019-11-15,52900.0,53700.0,52600.0,53700.0,49195.17578125,9703360
2019-11-18,53600.0,53800.0,53200.0,53500.0,49011.95703125,7746554
2019-11-19,53200.0,53500.0,52700.0,53500.0,49011.95703125,8907177
2019-11-20,53400.0,53400.0,52000.0,52000.0,47637.78515625,12560070
2019-11-21,51600.0,52100.0,50600.0,51000.0,46721.671875,14298646
2019-11-22,51000.0,51600.0,50900.0,51600.0,47271.34375,8478310
2019-11-25,52200.0,52600.0,51700.0,51800.0,47454.5546875,9050625
2019-11-26,51900.0,52900.0,51800.0,51800.0,47454.5546875,27372226
2019-11-27,51800.0,52300.0,51600.0,52200.0,47821.015625,7546261
2019-11-28,51900.0,52100.0,51300.0,51300.0,46996.5078125,6833885
2019-11-29,51200.0,51400.0,50200.0,50300.0,46080.3984375,11179334
2019-12-02,50900.0,51300.0,50400.0,50400.0,46172.0,18877252
2019-12-03,49800.0,50300.0,49500.0,49900.0,45713.953125,12059812
2019-12-04,49600.0,49850.0,49000.0,49450.0,45301.703125,13246549
2019-12-05,50200.0,50400.0,49500.0,49500.0,45347.50390625,10449715
2019-12-06,50100.0,50900.0,49950.0,50400.0,46172.0,11414563
2019-12-09,50900.0,51400.0,50700.0,51200.0,46904.8984375,8470627
2019-12-10,51000.0,51600.0,50700.0,51500.0,47179.73046875,6882771
2019-12-11,51500.0,52200.0,51400.0,51900.0,47546.18359375,11379521
2019-12-12,53000.0,53300.0,52700.0,53300.0,48828.734375,29178697
2019-12-13,54500.0,54800.0,53900.0,54700.0,50111.2890625,18120261
2019-12-16,54500.0,54900.0,54300.0,54700.0,50111.2890625,11512405
2019-12-17,55800.0,56700.0,55400.0,56700.0,51943.5078125,19358433
2019-12-18,56700.0,57200.0,56000.0,56300.0,51577.06640625,15558208
2019-12-19,57000.0,57300.0,55500.0,56000.0,51302.23046875,14180520
2019-12-20,56100.0,56500.0,55600.0,56000.0,51302.23046875,12095519
2019-12-23,56100.0,56400.0,55100.0,55500.0,50844.17578125,9839252
2019-12-24,55600.0,55700.0,54800.0,55000.0,50386.12109375,11868463
2019-12-26,54700.0,55400.0,54400.0,55400.0,50752.5703125,9645034
2019-12-27,55700.0,56900.0,55500.0,56500.0,52093.16015625,12313056
2019-12-30,56200.0,56600.0,55700.0,55800.0,51447.76171875,8356767
2020-01-02,55500.0,56000.0,55000.0,55200.0,50894.55859375,12993228
2020-01-03,56000.0,56600.0,54900.0,55500.0,51171.15625,15422255
2020-01-06,54900.0,55600.0,54600.0,55500.0,51171.15625,10278951
2020-01-07,55700.0,56400.0,55600.0,55800.0,51447.76171875,10009778
2020-01-08,56200.0,57400.0,55900.0,56800.0,52369.7578125,23501171
2020-01-09,58400.0,58600.0,57400.0,58600.0,54029.359375,24102579
2020-01-10,58800.0,59700.0,58300.0,59500.0,54859.1640625,16000170
2020-01-13,59600.0,60000.0,59100.0,60000.0,55320.16796875,11359139
2020-01-14,60400.0,61000.0,59900.0,60000.0,55320.16796875,16906295
2020-01-15,59500.0,59600.0,58900.0,59000.0,54398.1640625,14300928
2020-01-16,59100.0,60700.0,59000.0,60700.0,55965.5703125,14381774
2020-01-17,61900.0,62000.0,61000.0,61300.0,56518.77734375,16025661
2020-01-20,62000.0,62800.0,61700.0,62400.0,57532.9765625,12528855
2020-01-21,62000.0,62400.0,61200.0,61400.0,56610.97265625,11142693
2020-01-22,60500.0,62600.0,60400.0,62300.0,57440.76953125,15339565
2020-01-23,61800.0,61800.0,60700.0,60800.0,56057.76953125,14916555
2020-01-28,59400.0,59400.0,58300.0,58800.0,54213.76171875,23664541
2020-01-29,59100.0,59700.0,58800.0,59100.0,54490.36328125,16446102
2020-01-30,58800.0,58800.0,56800.0,57200.0,52738.5625,20821939
2020-01-31,57800.0,58400.0,56400.0,56400.0,52000.95703125,19749457
2020-02-03,55500.0,57400.0,55200.0,57200.0,52738.5625,23995260
2020-02-04,57100.0,59000.0,56800.0,58900.0,54305.96484375,21800192
2020-02-05,60000.0,60200.0,58900.0,59500.0,54859.1640625,19278165
2020-02-06,60100.0,61100.0,59700.0,61100.0,56334.37109375,14727159
2020-02-07,61100.0,61200.0,59700.0,60400.0,55688.96875,16402493
2020-02-10,59200.0,59800.0,59100.0,59700.0,55043.56640625,13107121
2020-02-11,59800.0,60700.0,59700.0,59900.0,55227.96875,11071231
2020-02-12,60300.0,60700.0,59700.0,60500.0,55781.16796875,12904207
2020-02-13,61200.0,61600.0,60500.0,60700.0,55965.5703125,18449775
2020-02-14,60900.0,61900.0,60200.0,61800.0,56979.7734375,13276067
2020-02-17,61600.0,62000.0,61200.0,61500.0,56703.16796875,8740596
2020-02-18,60800.0,60900.0,59700.0,59800.0,55135.76171875,16674266
2020-02-19,59800.0,60400.0,59400.0,60200.0,55504.56640625,12951496
2020-02-20,60700.0,61300.0,59600.0,60000.0,55320.16796875,14591924
2020-02-21,58800.0,59800.0,58500.0,59200.0,54582.5625,13777393
2020-02-24,57400.0,58100.0,56800.0,56800.0,52369.7578125,25627537
2020-02-25,56200.0,58000.0,56200.0,57900.0,53383.96484375,23885408
2020-02-26,56000.0,57000.0,56000.0,56500.0,52093.16015625,25483102
2020-02-27,56300.0,56900.0,55500.0,55900.0,51539.953125,23209541
2020-02-28,55000.0,55500.0,54200.0,54200.0,49972.5546875,30054227
2020-03-02,54300.0,55500.0,53600.0,55000.0,50710.15625,30403412
2020-03-03,56700.0,56900.0,55100.0,55400.0,51078.95703125,30330295
2020-03-04,54800.0,57600.0,54600.0,57400.0,52922.953125,24765728
2020-03-05,57600.0,58000.0,56700.0,57800.0,53291.7578125,21698990
2020-03-06,56500.0,57200.0,56200.0,56500.0,52093.16015625,18716656
2020-03-09,56500.0,56500.0,56500.0,56500.0,52093.16015625,0
2020-03-10,53800.0,54900.0,53700.0,54600.0,50341.359375,32106554
2020-03-11,54300.0,54400.0,52000.0,52100.0,48036.34765625,45707281
2020-03-12,52100.0,52100.0,52100.0,52100.0,48036.34765625,0
2020-03-13,47450.0,51600.0,46850.0,49950.0,46054.0390625,59462933
2020-03-16,50100.0,50900.0,48800.0,48900.0,45085.93359375,33339821
2020-03-17,46900.0,49650.0,46700.0,47300.0,43610.734375,51218151
2020-03-18,47750.0,48350.0,45600.0,45600.0,42043.328125,40152623
2020-03-19,46400.0,46650.0,42300.0,42950.0,39600.015625,56925513
2020-03-20,44150.0,45500.0,43550.0,45400.0,41858.9296875,49730008
2020-03-23,42600.0,43550.0,42400.0,42500.0,39185.1171875,41701626
2020-03-24,43850.0,46950.0,43050.0,46950.0,43288.03515625,49801908
2020-03-25,48950.0,49600.0,47150.0,48650.0,44855.4375,52735922
2020-03-26,49000.0,49300.0,47700.0,47800.0,44071.73046875,42185129
2020-03-27,49600.0,49700.0,46850.0,48300.0,44532.73828125,39896178
2020-03-30,47050.0,48350.0,46550.0,47850.0,44443.56640625,26797395
2020-03-31,48000.0,48500.0,47150.0,47750.0,44350.68359375,30654261
2020-04-01,47450.0,47900.0,45800.0,45800.0,42539.51171875,27259532
2020-04-02,46200.0,46850.0,45350.0,46800.0,43468.31640625,21621076
2020-04-03,47400.0,47600.0,46550.0,47000.0,43654.078125,22784682
2020-04-06,47500.0,48800.0,47250.0,48700.0,45233.0546875,23395726
2020-04-07,49650.0,50200.0,49000.0,49600.0,46068.984375,31524034
2020-04-08,49600.0,49750.0,48600.0,48600.0,45140.16796875,25010314
2020-04-09,49750.0,49800.0,48700.0,49100.0,45604.5859375,22628058
2020-04-10,48950.0,49250.0,48650.0,49250.0,45743.90625,17839111
2020-04-13,48650.0,48900.0,48300.0,48300.0,44861.53515625,14431800
2020-04-14,48800.0,49200.0,48300.0,49000.0,45511.69921875,14206216
2020-04-16,49350.0,49350.0,48550.0,49000.0,45511.69921875,23349760
2020-04-17,50800.0,52000.0,50300.0,51400.0,47740.84375,32041675
2020-04-20,51400.0,51400.0,50000.0,50100.0,46533.39453125,21866354
2020-04-21,49400.0,49700.0,48700.0,49250.0,45743.90625,27407543
2020-04-22,48700.0,50000.0,48350.0,49850.0,46301.19140625,18613864
2020-04-23,50200.0,50300.0,49500.0,49850.0,46301.19140625,18754442
2020-04-24,49650.0,49750.0,49000.0,49350.0,45836.78125,15618347
2020-04-27,49350.0,50000.0,49100.0,49850.0,46301.19140625,14049471
2020-04-28,49850.0,50100.0,49300.0,50100.0,46533.39453125,16095399
2020-04-29,49900.0,50500.0,49600.0,50000.0,46440.5078125,15604533
2020-05-04,48900.0,49100.0,48500.0,48500.0,45047.296875,26083749
2020-05-06,49000.0,49200.0,48500.0,49200.0,45697.4609375,18070225
2020-05-07,49200.0,49300.0,48700.0,48800.0,45325.9375,13884411
2020-05-08,49100.0,49350.0,48800.0,48800.0,45325.9375,15319700
2020-05-11,48900.0,49250.0,48300.0,48400.0,44954.41796875,16357743
2020-05-12,48400.0,48500.0,47550.0,47900.0,44490.0078125,23433590
2020-05-13,47250.0,48550.0,47200.0,48550.0,45093.734375,20223277
2020-05-14,47750.0,48100.0,47650.0,48000.0,44582.88671875,19305974
2020-05-15,48400.0,48450.0,47700.0,47850.0,44443.56640625,18463118
2020-05-18,47950.0,49100.0,47600.0,48800.0,45325.9375,20481981
2020-05-19,50100.0,50500.0,49700.0,50300.0,46719.15234375,25168295
2020-05-20,50000.0,50200.0,49800.0,50000.0,46440.5078125,14896899
2020-05-21,50300.0,50400.0,49850.0,49950.0,46394.0703125,14949266
2020-05-22,49600.0,49800.0,48600.0,48750.0,45279.5,19706284
2020-05-25,48750.0,48900.0,48450.0,48850.0,45372.37890625,14337913
2020-05-26,48700.0,49450.0,48600.0,49250.0,45743.90625,15127490
2020-05-27,48950.0,50000.0,48800.0,49900.0,46347.625,19548479
2020-05-28,51100.0,51200.0,49900.0,50400.0,46812.02734375,31309318
2020-05-29,50000.0,50700.0,49700.0,50700.0,47090.67578125,27596961
2020-06-01,50800.0,51200.0,50600.0,51200.0,47555.08203125,16949183
2020-06-02,51000.0,51500.0,50800.0,51400.0,47740.84375,14247933
2020-06-03,51800.0,55000.0,51700.0,54500.0,50620.15625,49257814
2020-06-04,55800.0,57000.0,54600.0,54600.0,50713.04296875,40220334
2020-06-05,54400.0,55900.0,54000.0,55500.0,51548.96875,22743629
2020-06-08,56400.0,56500.0,54700.0,54900.0,50991.6796875,25634965
2020-06-09,55800.0,56500.0,54400.0,55500.0,51548.96875,23998831
2020-06-10,55100.0,55900.0,54900.0,55400.0,51456.0859375,16742493
2020-06-11,54500.0,55100.0,53200.0,54300.0,50434.39453125,33815123
2020-06-12,52100.0,52800.0,51500.0,52300.0,48576.77734375,26976019
2020-06-15,51400.0,52000.0,49900.0,49900.0,46347.625,28772921
2020-06-16,51200.0,52100.0,50600.0,52100.0,48391.01171875,21808375
2020-06-17,52100.0,52900.0,51300.0,52200.0,48483.8984375,26672595
2020-06-18,52200.0,52300.0,51600.0,52300.0,48576.77734375,15982926
2020-06-19,52600.0,52900.0,51600.0,52900.0,49134.0625,18157985
2020-06-22,52000.0,52600.0,51800.0,52000.0,48298.1328125,13801350
2020-06-23,52500.0,52800.0,51100.0,51400.0,47740.84375,18086152
2020-06-24,51900.0,53900.0,51600.0,52900.0,49134.0625,24519552
2020-06-25,52100.0,53000.0,51900.0,51900.0,48205.25390625,18541624
2020-06-26,52800.0,53900.0,52200.0,53300.0,49505.5859375,21575360
2020-06-29,52500.0,53200.0,52000.0,52400.0,48995.05859375,17776925
2020-06-30,53900.0,53900.0,52800.0,52800.0,49369.0703125,21157172
2020-07-01,53400.0,53600.0,52400.0,52600.0,49182.0625,16706143
